_id,station_id,restaurants
ObjectId("5e5070af2aac9732f4131ac6"),116,"[{"name":"Zizi","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/zDPS4931jl9HPNL4A8tIYw/o.jpg","rating":4.5,"display_address":"182 8th Ave","display_phone":"(646) 454-9710","url":"https://www.yelp.com/biz/zizi-new-york-3?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Chama Mama","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/-2SUfmtUJ28KBZAo7PvShQ/o.jpg","rating":4.5,"display_address":"149 W 14th St","display_phone":"(646) 438-9007","url":"https://www.yelp.com/biz/chama-mama-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Hao Noodle Chelsea","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/nRTg6IOdksiQqEj85UUFuw/o.jpg","rating":4.5,"display_address":"343 W 14th St","display_phone":"(646) 882-0059","url":"https://www.yelp.com/biz/hao-noodle-chelsea-new-york-7?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131ac7"),119,"[{"name":"ACE Thai Kitchen","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/4YtUB9EYGfNadl5JtRdQ-A/o.jpg","rating":4.5,"display_address":"330 Myrtle Ave","display_phone":"(347) 987-4100","url":"https://www.yelp.com/biz/ace-thai-kitchen-brooklyn-3?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Evelina","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/hG3aShzVvdnbAFm02sQgZw/o.jpg","rating":4.5,"display_address":"211 Dekalb Ave","display_phone":"(929) 298-0209","url":"https://www.yelp.com/biz/evelina-brooklyn-2?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Forno Rosso","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/9aKNymymd9out1HSpkLuiA/o.jpg","rating":4,"display_address":"327 Gold St","display_phone":"(718) 451-3800","url":"https://www.yelp.com/biz/forno-rosso-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131ac8"),120,"[{"name":"Baron's","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/j7KKRlb0_y_Rv5KFhlRnpg/o.jpg","rating":4,"display_address":"564 Dekalb Ave","display_phone":"(718) 230-7100","url":"https://www.yelp.com/biz/barons-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Fancy Nancy","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/m6oi06WzrAFMFhnEyZM5KA/o.jpg","rating":4,"display_address":"1038 Bedford Ave","display_phone":"(347) 350-7289","url":"https://www.yelp.com/biz/fancy-nancy-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Speedy Romeo","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/bloFXt68Z4yr-yqcb5ZYGw/o.jpg","rating":4,"display_address":"376 Classon Ave","display_phone":"(718) 230-0061","url":"https://www.yelp.com/biz/speedy-romeo-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131ac9"),127,"[{"name":"Top Thai Vintage","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/-ZoEVVSfXiLLw8NLKSF9BA/o.jpg","rating":5,"display_address":"55 Carmine St","display_phone":"(646) 609-2272","url":"https://www.yelp.com/biz/top-thai-vintage-new-york-2?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Boucherie West Village","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/-5TXMVrjARsqKQHDg-hKbQ/o.jpg","rating":4.5,"display_address":"99 7th Ave S","display_phone":"(212) 837-1616","url":"https://www.yelp.com/biz/boucherie-west-village-new-york-3?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Takashi","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/dD_Aej4BzHix1fSXIEdBnw/o.jpg","rating":4,"display_address":"456 Hudson St","display_phone":"(212) 414-2929","url":"https://www.yelp.com/biz/takashi-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131aca"),128,"[{"name":"Top Thai Vintage","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/-ZoEVVSfXiLLw8NLKSF9BA/o.jpg","rating":5,"display_address":"55 Carmine St","display_phone":"(646) 609-2272","url":"https://www.yelp.com/biz/top-thai-vintage-new-york-2?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Amélie","image_url":"https://s3-media4.fl.yelpcdn.com/bphoto/cSDgVuPMnJgMLTrTNSEXug/o.jpg","rating":4.5,"display_address":"22 W 8th St","display_phone":"(212) 533-2962","url":"https://www.yelp.com/biz/am%C3%A9lie-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Raku","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/dqDuhxEdkM4M3esKthJjLA/o.jpg","rating":4.5,"display_address":"48 Macdougal St","display_phone":"(212) 989-4797","url":"https://www.yelp.com/biz/raku-new-york-6?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131acb"),143,"[{"name":"Uglyduckling","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/sCDU8uosDuxp26wjxq4p4g/o.jpg","rating":4,"display_address":"166 Smith St","display_phone":"(718) 451-3825","url":"https://www.yelp.com/biz/uglyduckling-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Bijan's","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/VJmLtQJ2tXq9qjlhGGMVxg/o.jpg","rating":4,"display_address":"81 Hoyt St","display_phone":"(718) 855-5574","url":"https://www.yelp.com/biz/bijans-brooklyn-2?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Libertador Steakhouse - Brooklyn","image_url":"https://s3-media4.fl.yelpcdn.com/bphoto/BbJz08e2z8foHsdXMs022A/o.jpg","rating":4,"display_address":"404 Henry St","display_phone":"(347) 689-3122","url":"https://www.yelp.com/biz/libertador-steakhouse-brooklyn-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131acc"),144,"[{"name":"Ashland","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/Zhdr0sV0cgwpp98REKwd9Q/o.jpg","rating":4,"display_address":"156 Tillary St","display_phone":"(347) 417-9114","url":"https://www.yelp.com/biz/ashland-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Forno Rosso","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/9aKNymymd9out1HSpkLuiA/o.jpg","rating":4,"display_address":"327 Gold St","display_phone":"(718) 451-3800","url":"https://www.yelp.com/biz/forno-rosso-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Superfine","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/DRJnzqoFIK3VtL8Gk1MKBQ/o.jpg","rating":3.5,"display_address":"126 Front St","display_phone":"(718) 243-9005","url":"https://www.yelp.com/biz/superfine-brooklyn?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131acd"),146,"[{"name":"Savida","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/3ekJsFz810BLMSNg_zTO2Q/o.jpg","rating":4.5,"display_address":"139 Duane St","display_phone":"(212) 202-3175","url":"https://www.yelp.com/biz/savida-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Khe-Yo","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/NQwQZphTdlX90FhBijzSew/o.jpg","rating":4,"display_address":"157 Duane St","display_phone":"(212) 587-1089","url":"https://www.yelp.com/biz/khe-yo-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"1803","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/cm0-hL9q0EC3nyYL4VhXGA/o.jpg","rating":4.5,"display_address":"82 Reade St","display_phone":"(212) 267-3000","url":"https://www.yelp.com/biz/1803-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131ace"),150,"[{"name":"Upstate Craft Beer & Oyster Bar","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/RvnUVU7MF7DT0RzNL-EebQ/o.jpg","rating":4.5,"display_address":"95 1st Ave","display_phone":"(646) 791-5400","url":"https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Pig and Khao","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/bV_sHIsR3MFmclD63AmwKA/o.jpg","rating":4,"display_address":"68 Clinton St","display_phone":"(212) 920-4485","url":"https://www.yelp.com/biz/pig-and-khao-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"LoveMama","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/bLlFKTlVuLfmF-lIDGIjZA/o.jpg","rating":4.5,"display_address":"174 2nd Ave","display_phone":"(212) 254-5370","url":"https://www.yelp.com/biz/lovemama-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
ObjectId("5e5070af2aac9732f4131acf"),151,"[{"name":"Top Thai Vintage","image_url":"https://s3-media3.fl.yelpcdn.com/bphoto/-ZoEVVSfXiLLw8NLKSF9BA/o.jpg","rating":5,"display_address":"55 Carmine St","display_phone":"(646) 609-2272","url":"https://www.yelp.com/biz/top-thai-vintage-new-york-2?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"BoCaphe","image_url":"https://s3-media2.fl.yelpcdn.com/bphoto/Ck7z-CGvku5kJDPyRkIfew/o.jpg","rating":4,"display_address":"222 Lafayette St","display_phone":"(646) 882-1939","url":"https://www.yelp.com/biz/bocaph%C3%AA-new-york-3?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"},{"name":"Balzem","image_url":"https://s3-media1.fl.yelpcdn.com/bphoto/h3NWzD0mw_JJ8F03XowUaA/o.jpg","rating":4,"display_address":"202 Mott St","display_phone":"(646) 837-7033","url":"https://www.yelp.com/biz/balzem-new-york?adjust_creative=erYscGq0vg3hvS2O9z1dyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=erYscGq0vg3hvS2O9z1dyw"}]"
